	0
children.1.children.114.children.1.children.1.children.1.children.0.node_attrs.partiallyAliased.value	XAY.2.3
children.1.children.114.children.1.children.1.children.1.children.0.node_attrs.Nextclade_pango.value	XAY.2.3
children.1.children.114.children.1.children.1.children.1.children.1.node_attrs.partiallyAliased.value	XAY.2
children.1.children.114.children.1.children.1.children.1.children.1.node_attrs.Nextclade_pango.value	XAY.2
children.1.children.114.children.1.children.1.children.1.children.1.children.0.node_attrs.partiallyAliased.value	XAY.2.2
children.1.children.114.children.1.children.1.children.1.children.1.children.0.node_attrs.Nextclade_pango.value	XAY.2.2
children.1.children.114.children.1.children.1.children.1.children.1.children.1.node_attrs.partiallyAliased.value	XAY.2.1
children.1.children.114.children.1.children.1.children.1.children.1.children.1.node_attrs.Nextclade_pango.value	XAY.2.1
children.1.children.114.children.1.children.2.node_attrs.partiallyAliased.value	XAY.1
children.1.children.114.children.1.children.2.node_attrs.Nextclade_pango.value	XAY.1
children.1.children.114.children.1.children.2.children.0.node_attrs.partiallyAliased.value	XAY.1
children.1.children.114.children.1.children.2.children.0.node_attrs.Nextclade_pango.value	XAY.1
children.1.children.114.children.1.children.2.children.1.node_attrs.partiallyAliased.value	XAY.1.2
children.1.children.114.children.1.children.2.children.1.node_attrs.Nextclade_pango.value	XAY.1.2
children.1.children.114.children.1.children.2.children.2.node_attrs.partiallyAliased.value	XAY.1.1
children.1.children.114.children.1.children.2.children.2.node_attrs.Nextclade_pango.value	XAY.1.1
children.1.children.114.children.1.children.2.children.2.children.0.node_attrs.partiallyAliased.value	XAY.1.1
children.1.children.114.children.1.children.2.children.2.children.0.node_attrs.Nextclade_pango.value	XAY.1.1
children.1.children.114.children.1.children.2.children.2.children.1.node_attrs.partiallyAliased.value	XAY.1.1.2
children.1.children.114.children.1.children.2.children.2.children.1.node_attrs.Nextclade_pango.value	XAY.1.1.2
children.1.children.114.children.1.children.2.children.2.children.2.node_attrs.partiallyAliased.value	XAY.1.1
children.1.children.114.children.1.children.2.children.2.children.2.node_attrs.Nextclade_pango.value	XAY.1.1
children.1.children.114.children.1.children.2.children.2.children.2.children.0.node_attrs.partiallyAliased.value	XAY.1.1.3
children.1.children.114.children.1.children.2.children.2.children.2.children.0.node_attrs.Nextclade_pango.value	XAY.1.1.3
children.1.children.114.children.1.children.2.children.2.children.2.children.1.node_attrs.partiallyAliased.value	XAY.1.1.1
children.1.children.114.children.1.children.2.children.2.children.2.children.1.node_attrs.Nextclade_pango.value	XAY.1.1.1
children.1.children.114.children.1.children.2.children.2.children.2.children.1.children.0.node_attrs.partiallyAliased.value	XAY.1.1.1.3
children.1.children.114.children.1.children.2.children.2.children.2.children.1.children.0.node_attrs.Nextclade_pango.value	GL.3
children.1.children.114.children.1.children.2.children.2.children.2.children.1.children.1.node_attrs.partiallyAliased.value	XAY.1.1.1
children.1.children.114.children.1.children.2.children.2.children.2.children.1.children.1.node_attrs.Nextclade_pango.value	XAY.1.1.1
children.1.children.114.children.1.children.2.children.2.children.2.children.1.children.2.node_attrs.partiallyAliased.value	XAY.1.1.1
children.1.children.114.children.1.children.2.children.2.children.2.children.1.children.2.node_attrs.Nextclade_pango.value	XAY.1.1.1
children.1.children.114.children.1.children.2.children.2.children.2.children.1.children.2.children.0.node_attrs.partiallyAliased.value	XAY.1.1.1.1
children.1.children.114.children.1.children.2.children.2.children.2.children.1.children.2.children.0.node_attrs.Nextclade_pango.value	GL.1
children.1.children.114.children.1.children.2.children.2.children.2.children.1.children.2.children.1.node_attrs.partiallyAliased.value	XAY.1.1.1.2
children.1.children.114.children.1.children.2.children.2.children.2.children.1.children.2.children.1.node_attrs.Nextclade_pango.value	GL.2
children.1.children.115.node_attrs.partiallyAliased.value	XBC
children.1.children.115.node_attrs.Nextclade_pango.value	XBC
children.1.children.115.children.0.node_attrs.partiallyAliased.value	XBC
children.1.children.115.children.0.node_attrs.Nextclade_pango.value	XBC
children.1.children.115.children.1.node_attrs.partiallyAliased.value	XBC
children.1.children.115.children.1.node_attrs.Nextclade_pango.value	XBC
children.1.children.115.children.1.children.0.node_attrs.partiallyAliased.value	XBC.2
children.1.children.115.children.1.children.0.node_attrs.Nextclade_pango.value	XBC.2
children.1.children.115.children.1.children.0.children.0.node_attrs.partiallyAliased.value	XBC.2.1
children.1.children.115.children.1.children.0.children.0.node_attrs.Nextclade_pango.value	XBC.2.1
children.1.children.115.children.1.children.0.children.1.node_attrs.partiallyAliased.value	XBC.2
children.1.children.115.children.1.children.0.children.1.node_attrs.Nextclade_pango.value	XBC.2
children.1.children.115.children.1.children.1.node_attrs.partiallyAliased.value	XBC.1
children.1.children.115.children.1.children.1.node_attrs.Nextclade_pango.value	XBC.1
children.1.children.115.children.1.children.1.children.0.node_attrs.partiallyAliased.value	XBC.1
children.1.children.115.children.1.children.1.children.0.node_attrs.Nextclade_pango.value	XBC.1
children.1.children.115.children.1.children.1.children.1.node_attrs.partiallyAliased.value	XBC.1
children.1.children.115.children.1.children.1.children.1.node_attrs.Nextclade_pango.value	XBC.1
children.1.children.115.children.1.children.1.children.1.children.0.node_attrs.partiallyAliased.value	XBC.1.5
children.1.children.115.children.1.children.1.children.1.children.0.node_attrs.Nextclade_pango.value	XBC.1.5
children.1.children.115.children.1.children.1.children.1.children.1.node_attrs.partiallyAliased.value	XBC.1.4
children.1.children.115.children.1.children.1.children.1.children.1.node_attrs.Nextclade_pango.value	XBC.1.4
children.1.children.115.children.1.children.1.children.1.children.2.node_attrs.partiallyAliased.value	XBC.1.2
children.1.children.115.children.1.children.1.children.1.children.2.node_attrs.Nextclade_pango.value	XBC.1.2
children.1.children.115.children.1.children.1.children.1.children.2.children.0.node_attrs.partiallyAliased.value	XBC.1.2.1
children.1.children.115.children.1.children.1.children.1.children.2.children.0.node_attrs.Nextclade_pango.value	XBC.1.2.1
children.1.children.115.children.1.children.1.children.1.children.2.children.1.node_attrs.partiallyAliased.value	XBC.1.2
children.1.children.115.children.1.children.1.children.1.children.2.children.1.node_attrs.Nextclade_pango.value	XBC.1.2
children.1.children.115.children.1.children.1.children.1.children.3.node_attrs.partiallyAliased.value	XBC.1.1
children.1.children.115.children.1.children.1.children.1.children.3.node_attrs.Nextclade_pango.value	XBC.1.1
children.1.children.115.children.1.children.1.children.1.children.3.children.0.node_attrs.partiallyAliased.value	XBC.1.1
children.1.children.115.children.1.children.1.children.1.children.3.children.0.node_attrs.Nextclade_pango.value	XBC.1.1
children.1.children.115.children.1.children.1.children.1.children.3.children.1.node_attrs.partiallyAliased.value	XBC.1.1
children.1.children.115.children.1.children.1.children.1.children.3.children.1.node_attrs.Nextclade_pango.value	XBC.1.1
children.1.children.115.children.1.children.1.children.1.children.3.children.1.children.0.node_attrs.partiallyAliased.value	XBC.1.1.1
children.1.children.115.children.1.children.1.children.1.children.3.children.1.children.0.node_attrs.Nextclade_pango.value	XBC.1.1.1
children.1.children.115.children.1.children.1.children.1.children.3.children.1.children.1.node_attrs.partiallyAliased.value	XBC.1.1.2
children.1.children.115.children.1.children.1.children.1.children.3.children.1.children.1.node_attrs.Nextclade_pango.value	XBC.1.1.2
children.1.children.115.children.1.children.1.children.1.children.4.node_attrs.partiallyAliased.value	XBC.1.7
children.1.children.115.children.1.children.1.children.1.children.4.node_attrs.Nextclade_pango.value	XBC.1.7
children.1.children.115.children.1.children.1.children.1.children.4.children.0.node_attrs.partiallyAliased.value	XBC.1.7.1
children.1.children.115.children.1.children.1.children.1.children.4.children.0.node_attrs.Nextclade_pango.value	XBC.1.7.1
children.1.children.115.children.1.children.1.children.1.children.4.children.1.node_attrs.partiallyAliased.value	XBC.1.7
children.1.children.115.children.1.children.1.children.1.children.4.children.1.node_attrs.Nextclade_pango.value	XBC.1.7
children.1.children.115.children.1.children.1.children.1.children.4.children.2.node_attrs.partiallyAliased.value	XBC.1.7.2
children.1.children.115.children.1.children.1.children.1.children.4.children.2.node_attrs.Nextclade_pango.value	XBC.1.7.2
children.1.children.115.children.1.children.1.children.1.children.5.node_attrs.partiallyAliased.value	XBC.1.3
children.1.children.115.children.1.children.1.children.1.children.5.node_attrs.Nextclade_pango.value	XBC.1.3
children.1.children.115.children.1.children.1.children.1.children.5.children.0.node_attrs.partiallyAliased.value	XBC.1.3
children.1.children.115.children.1.children.1.children.1.children.5.children.0.node_attrs.Nextclade_pango.value	XBC.1.3
children.1.children.115.children.1.children.1.children.1.children.5.children.1.node_attrs.partiallyAliased.value	XBC.1.3.1
children.1.children.115.children.1.children.1.children.1.children.5.children.1.node_attrs.Nextclade_pango.value	XBC.1.3.1
children.1.children.115.children.1.children.1.children.1.children.5.children.1.children.0.node_attrs.partiallyAliased.value	XBC.1.3.1
children.1.children.115.children.1.children.1.children.1.children.5.children.1.children.0.node_attrs.Nextclade_pango.value	XBC.1.3.1
children.1.children.115.children.1.children.1.children.1.children.5.children.1.children.1.node_attrs.partiallyAliased.value	XBC.1.3.1
children.1.children.115.children.1.children.1.children.1.children.5.children.1.children.1.node_attrs.Nextclade_pango.value	XBC.1.3.1
children.1.children.115.children.1.children.1.children.1.children.5.children.1.children.1.children.0.node_attrs.partiallyAliased.value	XBC.1.3.1.1
children.1.children.115.children.1.children.1.children.1.children.5.children.1.children.1.children.0.node_attrs.Nextclade_pango.value	KD.1
children.1.children.115.children.1.children.1.children.1.children.5.children.1.children.1.children.1.node_attrs.partiallyAliased.value	XBC.1.3.1.2
children.1.children.115.children.1.children.1.children.1.children.5.children.1.children.1.children.1.node_attrs.Nextclade_pango.value	KD.2
children.1.children.115.children.1.children.1.children.1.children.5.children.1.children.1.children.2.node_attrs.partiallyAliased.value	XBC.1.3.1.3
children.1.children.115.children.1.children.1.children.1.children.5.children.1.children.1.children.2.node_attrs.Nextclade_pango.value	KD.3
children.1.children.115.children.1.children.1.children.1.children.5.children.1.children.1.children.3.node_attrs.partiallyAliased.value	XBC.1.3.1.4
children.1.children.115.children.1.children.1.children.1.children.5.children.1.children.1.children.3.node_attrs.Nextclade_pango.value	KD.4
children.1.children.115.children.1.children.1.children.1.children.6.node_attrs.partiallyAliased.value	XBC.1.6
children.1.children.115.children.1.children.1.children.1.children.6.node_attrs.Nextclade_pango.value	XBC.1.6
children.1.children.115.children.1.children.1.children.1.children.6.children.0.node_attrs.partiallyAliased.value	XBC.1.6
children.1.children.115.children.1.children.1.children.1.children.6.children.0.node_attrs.Nextclade_pango.value	XBC.1.6
children.1.children.115.children.1.children.1.children.1.children.6.children.1.node_attrs.partiallyAliased.value	XBC.1.6.4
children.1.children.115.children.1.children.1.children.1.children.6.children.1.node_attrs.Nextclade_pango.value	XBC.1.6.4
children.1.children.115.children.1.children.1.children.1.children.6.children.2.node_attrs.partiallyAliased.value	XBC.1.6.2
children.1.children.115.children.1.children.1.children.1.children.6.children.2.node_attrs.Nextclade_pango.value	XBC.1.6.2
children.1.children.115.children.1.children.1.children.1.children.6.children.3.node_attrs.partiallyAliased.value	XBC.1.6.5
children.1.children.115.children.1.children.1.children.1.children.6.children.3.node_attrs.Nextclade_pango.value	XBC.1.6.5
children.1.children.115.children.1.children.1.children.1.children.6.children.4.node_attrs.partiallyAliased.value	XBC.1.6.1
children.1.children.115.children.1.children.1.children.1.children.6.children.4.node_attrs.Nextclade_pango.value	XBC.1.6.1
children.1.children.115.children.1.children.1.children.1.children.6.children.4.children.0.node_attrs.partiallyAliased.value	XBC.1.6.1.1
children.1.children.115.children.1.children.1.children.1.children.6.children.4.children.0.node_attrs.Nextclade_pango.value	GT.1
children.1.children.115.children.1.children.1.children.1.children.6.children.4.children.1.node_attrs.partiallyAliased.value	XBC.1.6.1
children.1.children.115.children.1.children.1.children.1.children.6.children.4.children.1.node_attrs.Nextclade_pango.value	XBC.1.6.1
children.1.children.115.children.1.children.1.children.1.children.6.children.5.node_attrs.partiallyAliased.value	XBC.1.6.6
children.1.children.115.children.1.children.1.children.1.children.6.children.5.node_attrs.Nextclade_pango.value	XBC.1.6.6
children.1.children.115.children.1.children.1.children.1.children.6.children.5.children.0.node_attrs.partiallyAliased.value	XBC.1.6.6.1
children.1.children.115.children.1.children.1.children.1.children.6.children.5.children.0.node_attrs.Nextclade_pango.value	JT.1
children.1.children.115.children.1.children.1.children.1.children.6.children.5.children.1.node_attrs.partiallyAliased.value	XBC.1.6.6
children.1.children.115.children.1.children.1.children.1.children.6.children.5.children.1.node_attrs.Nextclade_pango.value	XBC.1.6.6
